Repository Name,Stars,Repository Age,Accepted Pull Requests,Total Releases,Time since last update,Primary Language,Primary Language Number,Closed Issues %
awesome-swift,23630,3345,1416,0,3610,Ruby,23,0.9847328244274809
Awesome,23598,2654,206,0,79431,none,1,0.6015037593984962
vant,21878,2331,4749,241,20771,TypeScript,0,0.996067006554989
libgdx,21877,4043,2543,10,80143,Java,8,0.9401263389178797
NLP-progress,21874,1901,468,3,28526,Python,2,0.65
vuepress,21863,1979,781,22,603,JavaScript,3,0.7393782383419689
dapr,21836,1540,2957,192,78919,Go,10,0.8839314581312642
qBittorrent,21813,4232,3148,0,78927,C++,4,0.8029306017230853
electron-react-boilerplate,21799,3033,802,58,85916,TypeScript,0,0.9579288025889967
awesome-datascience,21787,3350,323,5,76732,none,1,1.0
iosched,21765,3444,66,2,83745,Kotlin,24,0.7727272727272727
wiki,21758,2576,360,115,8786,Vue,15,0.975767366720517
fish-shell,22199,4136,1692,39,4675,C++,4,0.9346041055718475
wttr.in,22197,2810,256,0,5633,Python,2,0.5505050505050505
tuning_playbook,22180,230,6,0,83640,none,1,0.30303030303030304
surrealdb,22174,636,504,13,80598,Rust,13,0.6683738796414853
intro.js,22172,3832,412,36,35832,TypeScript,0,0.9429657794676806
Rectangle,22164,1537,211,74,76207,Swift,35,0.828996282527881
github1s,22149,1543,285,40,13844,TypeScript,0,0.7277227722772277
SwiftyJSON,22118,3367,218,21,33095,Swift,35,0.8412698412698413
javascript-testing-best-practices,22104,1525,146,0,10778,JavaScript,3,0.24193548387096775
libuv,22102,3567,864,7,79686,C,6,0.9288833437305053
mediapipe,23243,1545,98,47,81727,C++,4,0.9565612917898567
ramda,23223,3728,1288,27,149,JavaScript,3,0.9173913043478261
ControlNet,23212,217,5,0,3186,Python,2,0.2595419847328244
Summer2024-Internships,23204,1200,1663,0,76087,none,1,0.995334370139969
ngrok,23191,3822,34,0,78188,Go,10,0.7311827956989247
spacemacs,23189,3914,1723,158,33017,Emacs Lisp,39,0.9664764621968617
logrus,23189,3611,404,19,3012,Go,10,0.9940476190476191
expo,23185,2577,10212,0,78857,TypeScript,0,0.97153413384835
PhotoSwipe,23166,4535,79,19,77095,JavaScript,3,0.6634938409854423
leetcode,23152,1816,1419,19,77496,Java,8,1.0
vapor,23149,2787,1140,496,76898,Swift,35,0.9353015075376885
Wox,23146,3548,288,38,4048,C#,11,0.7013929193267556
awesome-sysadmin,23141,3495,183,0,14487,none,1,0.2653061224489796
pure,23133,3789,364,27,79558,JavaScript,3,0.9930313588850174
aseprite,23096,3304,185,91,79692,C++,4,0.5902310617139515
backstage,23096,1320,12055,259,77934,TypeScript,0,0.9099079351161771
cascadia-code,23094,1518,71,17,2002,Python,2,0.7927461139896373
idiomatic.js,23088,4486,114,0,83096,none,1,0.5853658536585366
stb,23044,3390,278,0,78226,C,6,0.8688085676037484
awesome-vscode,23026,2767,243,0,20606,JavaScript,3,0.5434782608695652
directus,23023,3920,5868,275,78483,TypeScript,0,0.9658773349021915
streisand,23023,3453,527,0,31839,Shell,5,0.8149122807017544
text-generation-webui,23021,259,521,9,75690,Python,2,0.8175182481751825
penpot,22979,2807,2013,36,5032,Clojure,18,0.7744165946413137
python-telegram-bot,22978,2983,1211,106,82721,Python,2,0.9923391215526047
architecture-components-samples,22977,2310,216,0,35515,Kotlin,24,0.7816593886462883
CodeHub,22960,3696,13,4,67331,C#,11,0.634375
react-redux,22958,2978,513,121,37671,TypeScript,0,0.9846278317152104
DeepSpeech,22952,2652,1338,105,2503,C++,4,0.9455327281414238
cal.com,22943,898,5089,170,76868,TypeScript,0,0.8806266548984996
NativeScript,22921,3111,3096,144,77322,TypeScript,0,0.8611953883495146
autocomplete,22920,1072,1286,1000,5728,TypeScript,0,0.7382413087934561
algorithms,22917,2483,429,1,76939,Python,2,0.6410256410256411
awesome-piracy,22910,1792,182,0,77532,HTML,14,0.9967845659163987
openzeppelin-contracts,22906,2591,1882,79,79920,JavaScript,3,0.9170533642691415
core-js,22903,3703,238,228,11811,JavaScript,3,0.9623477297895903
docker_practice,22863,3288,256,15,4977,Go,10,0.9804878048780488
freqtrade,22847,2302,4456,75,83561,Python,2,0.991130820399113
react-admin,22832,2611,4175,305,85865,TypeScript,0,0.9825800376647834
localForage,22771,3597,268,26,78882,JavaScript,3,0.7073863636363636
whisper.cpp,22748,345,278,7,82312,C,6,0.527027027027027
go-patterns,22747,2822,10,0,6623,Go,10,0.43333333333333335
copilot-docs,22707,683,9,0,15230,none,1,0
react-navigation,22706,2413,1065,1000,3409,TypeScript,0,0.9291553133514986
milvus,22692,1451,14712,352,80844,Go,10,0.9271545827633378
mostly-adequate-guide,22689,3045,270,1,79965,JavaScript,3,0.7381818181818182
turbo,22689,700,3168,267,84393,Rust,13,0.6855151045701007
envoy,22663,2585,16092,136,8967,C++,4,0.8563883810684542
guzzle,22661,4573,915,61,79510,PHP,17,0.9917718047174986
Real-ESRGAN,22655,779,21,10,11035,Python,2,0.2574074074074074
sails,22637,4188,544,42,81904,JavaScript,3,0.920862177470107
exa,22630,3394,229,12,78909,Rust,13,0.685290763968073
micro,22623,2735,597,33,8262,Go,10,0.650125313283208
setup-ipsec-vpn,22608,2799,40,0,9676,Shell,5,1.0
openssl,22588,3885,118,12,11059,C,6,0.7710148206810725
Telegram,22563,3603,20,81,78194,Java,8,0
RevokeMsgPatcher,22560,1508,7,16,85687,C#,11,0.9203703703703704
awesome-actions,22554,1784,439,0,15606,none,1,0.6410256410256411
srs,22545,3052,363,52,6781,C++,4,0.8955453149001537
tdesktop,22535,3414,1301,639,86092,C++,4,0.9393892419779879
hub,22530,5022,402,60,35474,Go,10,0.8815071888943976
trilium,22526,2297,227,273,903,JavaScript,3,0.7141935483870968
octotree,22514,3406,249,0,31538,JavaScript,3,0.9501312335958005
30-Days-Of-React,22483,1072,10,0,76261,JavaScript,3,0.234375
draft-js,22481,2755,216,26,69962,JavaScript,3,0.5509859154929577
redux-saga,22472,2837,671,70,23100,JavaScript,3,0.9851150202976996
firecracker,22457,2148,2200,66,75915,Rust,13,0.9229041916167665
ember.js,22448,4486,8015,503,43863,JavaScript,3,0.9597003745318352
blog,22447,3421,1,0,7246,none,1,0.3333333333333333
Data-Science-For-Beginners,22437,917,284,0,81506,Jupyter Notebook,7,0.8425925925925926
CyberChef,22424,2473,387,427,79947,JavaScript,3,0.6438188494492044
gson,22383,3092,526,6,1900,Java,8,0.8139085640695428
table,22378,2511,697,203,79383,TypeScript,0,0.9438103599648815
ML-From-Scratch,22362,2404,9,0,85332,Python,2,0.5441176470588235
flv.js,22352,2673,20,15,3976,JavaScript,3,0.42698191933240615
skywalking,22347,2860,4251,57,446,Java,8,0.9910478128179043
MiniGPT-4,22335,143,6,0,75907,Python,2,0.27124183006535946
quivr,22330,116,408,68,75859,TypeScript,0,0.768352365415987
homebridge,22325,3201,301,34,44569,TypeScript,0,0.992
sweetalert,22294,3263,84,13,82340,TypeScript,0,0.7740112994350282
gradio,21600,1722,2075,139,77776,Python,2,0.8529520980319346
flameshot,21595,2309,794,25,81595,C++,4,0.7882618510158014
modern-cpp-tutorial,21579,2574,107,3,12149,C++,4,0.9322033898305084
Kingfisher,21567,3075,592,178,1206,Swift,35,0.9132075471698113
masscan,21563,3692,82,11,77840,C,6,0.33140655105973027
react-motion,21549,3009,144,4,16912,JavaScript,3,0.6256281407035176
Hero,21535,2476,117,38,85841,Swift,35,0.9418604651162791
rancher,21513,3224,8490,980,7557,Go,10,0.9208048619202066
vscodium,21502,1850,392,157,82016,Shell,5,0.9084712755598832
awesome-deep-learning,21501,3168,165,0,27390,none,1,0.7
Rectangle,22164,1537,211,74,76245,Swift,35,0.828996282527881
algo,22156,1808,321,0,20768,Python,2,0.1774193548387097
github1s,22149,1543,285,40,13882,TypeScript,0,0.7277227722772277
celery,22132,5248,2088,43,76270,Python,2,0.8835267766239056
k9s,22124,1684,397,195,5955,Go,10,0.7135171486213854
SwiftyJSON,22118,3367,218,21,33133,Swift,35,0.8412698412698413
javascript-testing-best-practices,22104,1525,146,0,10816,JavaScript,3,0.24193548387096775
libuv,22102,3567,864,7,79724,C,6,0.9288833437305053
react-starter-kit,22102,3430,544,5,85795,TypeScript,0,0.9974704890387859
locust,22086,4584,649,94,76377,Python,2,0.9897959183673469
headlessui,22043,1085,427,88,81364,TypeScript,0,0.9959595959595959
AFFiNE,22038,401,2290,167,747,TypeScript,0,0.8508371385083714
howler.js,22033,3872,127,24,6557,JavaScript,3,0.7687776141384389
elixir,22026,4623,6502,138,2372,Elixir,40,0.9944979367262724
pumpkin-book,22017,1719,46,7,9758,none,1,0.7681159420289855
flow,22013,3234,160,310,5212,OCaml,41,0.7819004524886878
awesome-falsehood,22004,2554,97,0,798,none,1,0.9285714285714286
highlight.js,21985,4630,1369,36,75978,JavaScript,3,0.9575971731448764
tokio,21976,2552,2949,105,84142,Rust,13,0.8710644677661169
jumpserver,21970,3351,5313,191,25701,Python,2,0.9539144919489173
lenster,21135,536,2142,19,17567,TypeScript,0,0.9250203748981255
IntelliJ-IDEA-Tutorial,21117,2942,40,0,3848,none,1,0.987012987012987
mantine,21114,972,1001,189,78875,TypeScript,0,0.9293785310734464
restic,21108,3419,1720,38,7231,Go,10,0.8380634390651085
UTM,21092,1608,201,104,82983,Swift,35,0.7608695652173914
yup,21084,3270,304,11,79696,TypeScript,0,0.9189698492462312
postgrest,21069,3372,954,59,79764,Haskell,34,0.8739946380697051
tiptap,21053,1842,612,299,84020,TypeScript,0,0.8928727590730214
SwitchHosts,21047,4387,77,41,606,TypeScript,0,0.5163934426229508
fuel-core,21040,1104,674,67,75696,Rust,13,0.7568627450980392
vuepress,21863,1979,781,22,651,JavaScript,3,0.7393782383419689
dapr,21836,1540,2957,192,78967,Go,10,0.8839314581312642
qBittorrent,21813,4232,3148,0,78975,C++,4,0.8029306017230853
vegeta,21802,3676,143,66,76031,Go,10,0.8686868686868687
electron-react-boilerplate,21799,3033,802,58,85964,TypeScript,0,0.9579288025889967
awesome-datascience,21787,3350,323,5,76780,none,1,1.0
iosched,21765,3444,66,2,83793,Kotlin,24,0.7727272727272727
wiki,21758,2576,360,115,8834,Vue,15,0.975767366720517
JARVIS,21752,160,22,0,79419,Python,2,0.6
passport,21752,4350,51,0,9373,JavaScript,3,0.5570291777188329
pytudes,21751,2380,53,0,80414,Jupyter Notebook,7,0.5142857142857142
WaveFunctionCollapse,21748,2532,18,1,81183,C#,11,0.9387755102040817
api-guidelines,21742,2611,172,0,9758,none,1,0.4835680751173709
scrollreveal,21725,3519,32,0,757,JavaScript,3,0.9416666666666667
homemade-machine-learning,21717,1770,3,0,24695,Jupyter Notebook,7,0.56
redisson,21709,3525,343,132,82407,Java,8,0.9402021940202194
dracula-theme,21708,3601,84,24,75719,none,1,0.9939485627836612
awesome-cto,21707,2454,12,0,14813,none,1,1.0
TDengine,21707,1518,16956,104,25407,C,6,0.7339759036144579
validator.js,21691,4718,717,11,8538,JavaScript,3,0.8485148514851485
gentelella,20833,3036,164,7,54638,HTML,14,0.9427244582043344
generator-jhipster,20818,3606,14355,29,83983,TypeScript,0,0.9677332616294703
Paddle,20812,2578,29019,60,4447,C++,4,0.9377682403433476
go-micro,20804,3157,1360,321,80401,Go,10,0.9191709844559586
solidity,20800,2942,7300,104,79955,C++,4,0.9347139347139347
examples,20789,2569,384,0,1219,Python,2,0.7346600331674958
harbor,20783,2777,7143,264,77967,Go,10,0.9467243975903614
ChromeAppHeroes,20773,1672,7,0,85282,JavaScript,3,0.6458333333333334
winget-cli,20759,1512,951,47,82187,C++,4,0.6046758767268863
security-guide-for-developers,20757,2646,26,0,20142,none,1,0.3333333333333333
modern-cpp-tutorial,21579,2574,107,3,12170,C++,4,0.9322033898305084
nanoid,21567,2223,171,1,84660,JavaScript,3,0.9680365296803652
Kingfisher,21567,3075,592,178,1227,Swift,35,0.9132075471698113
masscan,21563,3692,82,11,77861,C,6,0.33140655105973027
react-motion,21549,3009,144,4,16933,JavaScript,3,0.6256281407035176
llvm-project,21536,2464,94,90,75611,none,1,0.698417894162575
Hero,21535,2476,117,38,85862,Swift,35,0.9418604651162791
rancher,21513,3224,8490,980,7578,Go,10,0.9208048619202066
vscodium,21502,1850,392,157,82037,Shell,5,0.9084712755598832
awesome-deep-learning,21501,3168,165,0,27411,none,1,0.7
